date,location,plant_id,height_cm,short_stems,ft_stems,vigor,notes,inflorescences,fruits,avg_height,avg_width,zone,maternal_accession,lineage
1/16/20,Plover Area,316,42,5,2,3,,,,,,Slope,A2051,2
1/16/20,Plover Area,317,39,8,3,2,,,,,,Ridge,B227,5
1/16/20,Plover Area,318,36,7,3,3,broken stem,,,,,Ridge,A3003,16
1/16/20,Plover Area,319,42,9,3,3,,,,,,Ridge,A3003,16
1/16/20,Plover Area,320,92,4,1,3,,,,,,Swale,A2051,13
1/16/20,Plover Area,321,17,4,3,3,submerged,,,,,Swale,A3002,4
1/16/20,Plover Area,322,10,3,3,3,,,,,,Slope,B4001,1
1/16/20,Plover Area,323,17,10,1,2,,,,,,Ridge,A2051,13
1/16/20,Plover Area,324,53,2,3,3,,,,,,Ridge,A3015,3
1/16/20,Plover Area,325,16,5,1,3,,,,,,Swale,A3003,16
1/16/20,Plover Area,326,44,3,2,2,,,,,,Ridge,A2051,2
1/16/20,Plover Area,327,73,7,2,2,,,,,,Ridge,B29R,18
1/16/20,Plover Area,328,19,14,1,2,,,,,,Swale,B4001,15
1/16/20,Plover Area,401,46,4,1,2,,,,,,Ridge,B29R,18
1/16/20,Plover Area,402,71,5,2,2,,,,,,Ridge,A3003,16
1/16/20,Plover Area,403,27,6,1,2,,,,,,Slope,A3051,7
1/16/20,Plover Area,404,29,10,3,2,,,,,,Ridge,A3041,12
1/16/20,Plover Area,405,61,0,3,3,,,,,,Swale,B4001,1
1/16/20,Plover Area,406,44,5,3,2,,,,,,Ridge,A3041,6
1/16/20,Plover Area,407,67,11,2,2,,,,,,Ridge,B4001,1
1/16/20,Plover Area,408,24,3,1,2,,,,,,Slope,A3051,7
1/16/20,Plover Area,409,21,6,3,1,,,,,,Slope,A3002,10
1/16/20,Plover Area,410,13,5,2,3,,,,,,Swale,B4001,1
1/16/20,Plover Area,411,18,8,2,3,,,,,,Swale,A3002,4
1/16/20,Plover Area,412,20,11,2,2,,,,,,Slope,B227,5
1/16/20,Plover Area,413,17,9,2,3,,,,,,Swale,B4001,15
1/16/20,Plover Area,414,14,2,4,3,submerged,,,,,Swale,B227,17
1/16/20,Plover Area,415,14,5,1,3,,,,,,Swale,A3051,7
1/16/20,Plover Area,416,35,10,1,2,stem broken,,,,,Slope,B4001,1
1/16/20,Plover Area,417,36,0,1,3,submerged,,,,,Swale,A3003,16
1/16/20,Plover Area,418,22,10,3,2,,,,,,Slope,A3015,3
1/16/20,Plover Area,419,14,6,1,3,,,,,,Swale,A3003,16
1/16/20,Plover Area,420,22,11,3,2,weedy,,,,,Slope,A3051,11
1/16/20,Plover Area,421,66,8,2,3,,,,,,Swale,B227,17
1/16/20,Plover Area,422,50,9,3,2,,,,,,Slope,B227,5
1/16/20,Plover Area,423,72,6,1,3,,,,,,Swale,A2051,13
1/16/20,Plover Area,424,23,3,3,3,,,,,,Swale,B227,17
1/16/20,Plover Area,501,20,3,1,2,,,,,,Slope,A3051,7
1/16/20,Plover Area,502,11,10,1,1,stem broken,,,,,Ridge,A3041,6
1/16/20,Plover Area,503,57,5,3,2,,,,,,Slope,A2051,2
1/16/20,Plover Area,504,13,12,2,2,weedy,,,,,Ridge,B29R,9
1/16/20,Plover Area,505,66,7,3,1,,,,,,Slope,B227,5
1/16/20,Plover Area,506,62,6,2,1,,,,,,Slope,A3041,6
1/16/20,Plover Area,507,41,12,4,2,,,,,,Ridge,B227,5
1/16/20,Plover Area,508,78,7,2,2,,,,,,Ridge,A3051,7
1/16/20,Plover Area,509,86,10,2,1,,,,,,Slope,A3041,6
1/16/20,Plover Area,510,18,10,2,2,,,,,,Ridge,A3002,10
1/16/20,Plover Area,511,20,11,2,2,,,,,,Slope,A3002,10
1/16/20,Plover Area,512,62,13,2,1,,,,,,Slope,B227,5
1/16/20,Plover Area,513,13,8,1,2,,,,,,Slope,A3041,6
1/16/20,Plover Area,514,8,0,1,3,,,,,,Swale,A3041,6
1/16/20,Plover Area,515,11,8,3,3,,,,,,Slope,B29R,9
1/16/20,Plover Area,516,47,9,4,2,,,,,,Slope,B29R,9
1/16/20,Plover Area,517,17,9,2,2,weedy,,,,,Slope,A3002,10
1/16/20,Plover Area,518,25,4,2,3,submerged,,,,,Swale,B227,5
1/16/20,Plover Area,519,19,13,2,2,,,,,,Slope,A3041,6
1/16/20,Plover Area,520,51,13,3,1,weedy,,,,,Slope,A3041,6
1/16/20,Plover Area,521,29,9,2,3,,,,,,Slope,A3041,6
1/16/20,Plover Area,601,38,5,1,3,stem broken,,,,,Slope,B29R,9
1/16/20,Plover Area,602,69,11,2,2,high erosion,,,,,Slope,A3041,6
1/16/20,Plover Area,603,66,5,2,2,,,,,,Slope,B227,5
1/16/20,Plover Area,604,5,0,1,3,burried,,,,,Slope,A3002,10
1/16/20,Plover Area,605,29,1,3,3,,,,,,Slope,A3003,16
1/16/20,Plover Area,606,75,5,2,2,,,,,,Slope,A3051,11
1/16/20,Plover Area,607,10,0,2,3,burried,,,,,Swale,A3051,7
1/16/20,Plover Area,608,6,0,2,3,burried,,,,,Slope,A3003,16
1/16/20,Plover Area,609,12,8,2,2,,,,,,Slope,B4001,1
1/16/20,Plover Area,610,6,0,3,3,burried,,,,,Slope,B29R,18
1/16/20,Plover Area,611,15,4,2,3,,,,,,Slope,B227,5
1/16/20,Plover Area,612,21,13,1,2,broken stem,,,,,Ridge,B4001,15
1/16/20,Plover Area,613,42,4,2,2,,,,,,Slope,A3015,3
1/16/20,Plover Area,614,31,9,1,2,,,,,,Slope,B4001,15
1/16/20,Plover Area,615,47,11,3,2,,,,,,Ridge,B227,17
1/16/20,Plover Area,616,65,8,3,2,,,,,,Slope,A2051,2
1/16/20,Plover Area,617,18,4,2,3,,,,,,Swale,A3041,6
1/16/20,Plover Area,618,38,5,3,2,,,,,,Slope,B227,17
1/16/20,Plover Area,619,62,1,1,3,,,,,,Swale,,
1/16/20,Plover Area,620,31,5,1,2,,,,,,Slope,,
1/16/20,Plover Area,621,42,13,3,2,,,,,,Slope,A3051,11
1/16/20,Plover Area,622,47,8,1,2,,,,,,Slope,A2051,13
1/16/20,Plover Area,623,65,7,1,3,,,,,,Slope,A2051,13
1/16/20,Plover Area,624,28,1,1,3,submerged,,,,,Swale,B227,17
1/16/20,Plover Area,625,40,6,2,3,,,,,,Slope,A2051,13
1/16/20,Plover Area,626,20,8,3,3,,,,,,Slope,A2051,13
1/16/20,Plover Area,701,13,4,1,2,,,,,,Ridge,B29R,18
1/16/20,Plover Area,702,12,7,2,2,,,,,,Slope,B227,17
1/16/20,Plover Area,703,22,6,2,2,,,,,,Slope,A3051,7
1/16/20,Plover Area,704,20,6,3,2,,,,,,Slope,B227,17
1/16/20,Plover Area,705,13,2,3,3,,,,,,Slope,B29R,18
1/16/20,Plover Area,706,31,7,2,2,,,,,,Slope,A3051,7
1/16/20,Plover Area,707,43,10,3,2,,,,,,Slope,B29R,9
1/16/20,Plover Area,708,67,10,2,1,,,,,,Slope,A2051,2
1/16/20,Plover Area,709,5,3,1,3,,,,,,Slope,B29R,9
1/16/20,Plover Area,710,26,10,3,2,,,,,,Ridge,A3002,10
1/16/20,Plover Area,711,25,7,1,3,,,,,,Slope,A3003,8
1/16/20,Plover Area,712,21,8,1,3,,,,,,Slope,A3003,16
1/16/20,Plover Area,713,15,2,1,3,submerged,,,,,Swale,A3051,11
1/16/20,Plover Area,714,9,3,0,3,,,,,,Slope,A2051,2
1/16/20,Plover Area,715,23,11,2,2,,,,,,Slope,A3041,6
1/16/20,Plover Area,716,11,5,2,2,,,,,,Slope,B29R,18
1/16/20,Plover Area,717,12,2,2,3,"submerged, red larvae in water",,,,,Swale,A3002,10
1/16/20,Plover Area,718,27,0,2,3,,,,,,Swale,A3002,10
1/16/20,Plover Area,719,11,8,2,3,,,,,,Slope,A3003,16
1/16/20,Plover Area,720,25,7,2,3,,,,,,Slope,A2051,13
1/16/20,Plover Area,721,42,2,3,3,,,,,,Slope,A3002,10
1/16/20,Plover Area,722,19,2,3,3,,,,,,Slope,A3051,11
1/16/20,Plover Area,723,18,9,1,2,,,,,,Slope,A3041,12
1/16/20,Plover Area,724,7,3,2,3,submerged,,,,,Swale,A3002,10
1/16/20,Plover Area,725,15,4,1,3,submerged,,,,,Swale,A3003,8
1/16/20,Plover Area,726,33,6,2,3,,,,,,Slope,A3015,14
1/16/20,Plover Area,727,23,3,1,3,submerged,,,,,Slope,B4001,15
1/16/20,Plover Area,728,16,6,2,3,submerged,,,,,Slope,A2051,13
1/16/20,Plover Area,801,19,0,2,3,,,,,,Swale,A3003,8
1/16/20,Plover Area,802,31,7,3,2,,,,,,Slope,B29R,9
1/16/20,Plover Area,803,32,11,3,2,,,,,,Slope,B29R,9
1/16/20,Plover Area,804,27,4,2,2,,,,,,Slope,B29R,9
1/16/20,Plover Area,805,91,5,1,2,,,,,,Slope,A3003,8
1/16/20,Plover Area,806,36,12,2,2,,,,,,Slope,B227,5
1/16/20,Plover Area,807,32,8,3,2,,,,,,Ridge,A3003,8
1/16/20,Plover Area,808,38,5,2,2,broken stem,,,,,Slope,A3003,8
1/16/20,Plover Area,809,22,11,3,2,,,,,,Ridge,B29R,9
1/16/20,Plover Area,810,51,11,1,2,broken stem,,,,,Ridge,A3051,7
1/16/20,Plover Area,811,47,6,4,2,,,,,,Slope,A3051,7
1/16/20,Plover Area,812,48,6,3,2,,,,,,Ridge,B29R,9
1/16/20,Plover Area,813,18,8,2,2,,,,,,Slope,B29R,9
1/16/20,Plover Area,814,22,7,3,2,weedy,,,,,Slope,A3002,10
1/16/20,Plover Area,815,39,6,3,2,,,,,,Slope,B29R,9
1/16/20,Plover Area,816,42,7,1,2,,,,,,Ridge,A3051,7
1/16/20,Plover Area,817,8,7,1,2,weedy,,,,,Slope,A3003,8
1/16/20,Plover Area,818,38,11,3,2,,,,,,Slope,B29R,9
1/16/20,Plover Area,819,24,8,3,2,weedy,,,,,Slope,A3003,8
1/16/20,Plover Area,820,13,8,3,2,,,,,,Slope,A3003,8
1/16/20,Plover Area,821,60,9,3,3,,,,,,Swale,B29R,9
1/16/20,Plover Area,822,11,6,3,3,submerged,,,,,Swale,B29R,9
1/16/20,Plover Area,901,14,4,2,2,high erosion,,,,,Slope,A3002,10
1/16/20,Plover Area,902,10,4,1,2,weedy,,,,,Slope,B29R,9
1/16/20,Plover Area,903,31,7,2,2,,,,,,Slope,A3003,8
1/16/20,Plover Area,904,22,0,1,3,,,,,,Swale,A3003,8
1/16/20,Plover Area,905,83,10,2,1,,,,,,Slope,A3041,12
1/16/20,Plover Area,906,9,0,2,3,,,,,,Swale,A3051,11
1/16/20,Plover Area,907,14,6,3,3,,,,,,Swale,A3041,12
1/16/20,Plover Area,908,22,7,1,3,,,,,,Swale,A3041,12
1/16/20,Plover Area,909,15,12,2,2,broken stem,,,,,Slope,A3041,12
1/16/20,Plover Area,910,67,8,1,1,,,,,,Slope,A3051,11
1/16/20,Plover Area,911,49,11,1,2,,,,,,Slope,A3051,11
1/16/20,Plover Area,912,14,6,3,3,,,,,,Swale,A3041,12
1/16/20,Plover Area,913,36,10,1,2,,,,,,Slope,A3051,11
1/16/20,Plover Area,914,72,9,3,3,,,,,,Slope,A3041,12
1/16/20,Plover Area,1001,29,8,3,3,,,,,,Slope,B4001,15
1/16/20,Plover Area,1002,56,9,2,2,,,,,,Slope,A3041,12
1/16/20,Plover Area,1003,22,6,2,2,,,,,,Slope,A3003,16
1/16/20,Plover Area,1004,67,10,2,2,,,,,,Slope,B4001,15
1/16/20,Plover Area,1005,77,7,2,2,,,,,,Ridge,B4001,15
1/16/20,Plover Area,1006,31,11,2,2,,,,,,Slope,A3041,12
1/16/20,Plover Area,1007,33,8,2,2,,,,,,Ridge,A3003,16
1/16/20,Plover Area,1008,14,8,2,2,,,,,,Slope,B4001,15
1/16/20,Plover Area,1009,16,7,1,3,predation,,,,,Ridge,A2051,13
1/16/20,Plover Area,1010,13,8,1,2,predation,,,,,Slope,A3041,12
1/16/20,Plover Area,1011,57,10,1,2,predation,,,,,Ridge,A3041,12
1/16/20,Plover Area,1012,13,6,2,3,,,,,,Slope,A3015,14
1/16/20,Plover Area,1013,12,10,2,3,,,,,,Ridge,A3041,12
1/16/20,Plover Area,1014,12,5,1,3,predation,,,,,Ridge,A3041,12
1/16/20,Plover Area,1015,6,7,1,3,predation,,,,,Ridge,A3041,12
1/16/20,Plover Area,1016,14,9,3,3,,,,,,Slope,A3041,12
1/16/20,Plover Area,1017,29,8,1,3,predation,,,,,Ridge,A3015,14
1/16/20,Plover Area,1018,71,9,3,3,,,,,,Ridge,A2051,13
1/16/20,Plover Area,1019,74,5,1,3,,,,,,Ridge,B4001,15
1/16/20,Plover Area,1020,13,8,2,3,,,,,,Ridge,A3041,12
1/16/20,EEM Willows,1101,57,5,1,1,predation,,,,,Slope,A2051,13
1/16/20,EEM Willows,1102,81,5,2,1,,,,,,Slope,A2051,13
1/16/20,EEM Willows,1103,23,6,2,1,predation,,,,,Ridge,A2051,13
1/16/20,EEM Willows,1104,19,3,1,2,predation,,,,,Slope,B4001,15
1/16/20,EEM Willows,1105,20,1,1,2,predation,,,,,Slope,A3041,12
1/16/20,EEM Willows,1106,63,5,2,2,,,,,,Ridge,B4001,15
2/21/20,Plover Area,101,76,10+,1,1,,,,,,Ridge,A3002,4
2/21/20,Plover Area,102,34,10+,4,1,,,,,,Ridge,A3002,4
2/21/20,Plover Area,103,77,1,3,3,,,,,,Slope,A2051,2
2/21/20,Plover Area,104,63,10+,3,2,,,,,,Slope,B4001,1
2/21/20,Plover Area,105,19,9,3,3,,,,,,Swale,A2051,2
2/21/20,Plover Area,106,26,10,1,2,,,,,,Swale,A3002,4
2/21/20,Plover Area,107,56,10+,3,2,,,,,,Swale,B4001,1
2/21/20,Plover Area,108,62,10+,2,2,,,,,,Slope,B4001,1
2/21/20,Plover Area,109,59,7,1,2,,,,,,Slope,A3002,4
2/21/20,Plover Area,110,X,X,X,4,,,,,,Swale,A3002,4
2/21/20,Plover Area,111,39,10+,5,2,,,,,,Slope,B227,5
2/21/20,Plover Area,112,69,10+,3,1,,,,,,Slope,A3015,3
2/21/20,Plover Area,113,61,10+,1,1,,,,,,Slope,A3002,4
2/21/20,Plover Area,114,71,10+,2,2,,,,,,Swale,B4001,1
2/21/20,Plover Area,201,56,4,4,2,,,,,,Slope,A2051,2
2/21/20,Plover Area,202,38,10+,2,1,,,,,,Slope,A3002,4
2/21/20,Plover Area,203,29,10+,4,1,,,,,,Slope,B227,5
2/21/20,Plover Area,204,16,10+,2,2,,,,,,Slope,A3002,4
2/21/20,Plover Area,205,24,0,4,3,,,,,,Swale,A3015,3
2/21/20,Plover Area,206,72,10+,3,1,,,,,,Slope,A3002,4
2/21/20,Plover Area,207,41,10+,2,2,,,,,,Slope,B227,5
2/21/20,Plover Area,208,13,10+,2,2,,,,,,Slope,B227,5
2/21/20,Plover Area,209,37,10+,2,2,,,,,,Slope,A3015,3
2/21/20,Plover Area,210,87,3,1,3,,,,,,Swale,A3002,4
2/21/20,Plover Area,211,44,7,2,2,,,,,,Slope,B227,5
2/21/20,Plover Area,212,27,10+,2,2,,,,,,Slope,B227,5
2/21/20,Plover Area,213,37,10+,4,2,,,,,,Ridge,A3002,4
2/21/20,Plover Area,214,22,1,3,3,,,,,,Slope,B227,5
2/21/20,Plover Area,215,43,10+,2,2,,,,,,Slope,A3002,4
2/21/20,Plover Area,216,39,10+,6,1,,,,,,Slope,A3015,3
2/21/20,Plover Area,217,49,10+,4,1,,,,,,Ridge,A2051,2
2/21/20,Plover Area,218,13,10+,1,2,,,,,,Ridge,,
2/21/20,Plover Area,219,43,0,3,3,,,,,,Ridge,B4001,1
2/21/20,Plover Area,220,28,9,2,1,,,,,,Ridge,A3015,3
2/21/20,Plover Area,221,35,10+,5,1,,,,,,Slope,A3015,3
2/21/20,Plover Area,222,93,10+,3,1,,,,,,Ridge,A2051,2
2/21/20,Plover Area,223,34,8,3,2,,,,,,Ridge,A2051,2
2/21/20,Plover Area,224,34,8,2,2,,,,,,Ridge,A2051,2
2/21/20,Plover Area,225,73,6,2,2,,,,,,Ridge,A3051,7
2/21/20,Plover Area,226,56,10+,3,2,,,,,,Ridge,B29R,9
2/21/20,Plover Area,301,38,10+,4,2,,,,,,Slope,A2051,2
2/21/20,Plover Area,302,51,10+,2,1,,,,,,Slope,A3003,16
2/21/20,Plover Area,303,48,11,1,1,,,,,,Ridge,B4001,15
2/21/20,Plover Area,304,25,10+,3,1,,,,,,Ridge,A3002,4
2/21/20,Plover Area,305,33,10+,2,1,,,,,,Swale,B227,17
2/21/20,Plover Area,306,25,8,3,1,,,,,,Slope,A3002,4
2/21/20,Plover Area,307,19,10+,2,2,,,,,,Swale,B227,17
2/21/20,Plover Area,308,29,10+,2,1,,,,,,Ridge,B227,17
2/21/20,Plover Area,309,52,10+,3,1,,,,,,Ridge,A3002,4
2/21/20,Plover Area,310,25,10+,2,1,,,,,,Ridge,B4001,15
2/21/20,Plover Area,311,23,10+,2,1,,,,,,Slope,A3015,3
2/21/20,Plover Area,312,16,7,1,2,,,,,,Ridge,A3003,16
2/21/20,Plover Area,313,22,10+,2,1,,,,,,Slope,A3015,3
2/21/20,Plover Area,314,26,10+,4,1,,,,,,Ridge,B227,17
2/21/20,Plover Area,315,26,8,2,2,,,,,,Slope,A3002,4
2/21/20,Plover Area,316,52,6,2,6,,,,,,Slope,A2051,2
2/21/20,Plover Area,317,43,10+,3,1,,,,,,Ridge,B227,5
2/21/20,Plover Area,318,39,6,4,1,,,,,,Ridge,A3003,16
2/21/20,Plover Area,319,51,9,2,2,,,,,,Ridge,A3003,16
2/21/20,Plover Area,320,84,6,1,3,,,,,,Swale,A2051,13
2/21/20,Plover Area,321,X,X,X,4,,,,,,Swale,A3002,4
2/21/20,Plover Area,322,13,3,4,2,,,,,,Slope,B4001,1
2/21/20,Plover Area,323,14,9,1,1,,,,,,Ridge,A2051,13
2/21/20,Plover Area,324,56,1,3,3,,,,,,Ridge,A3015,3
2/21/20,Plover Area,325,30,4,1,3,,,,,,Swale,A3003,16
2/21/20,Plover Area,326,42,2,2,3,,,,,,Ridge,A2051,2
2/21/20,Plover Area,327,73,10+,2,2,,,,,,Ridge,B29R,18
2/21/20,Plover Area,328,17,12,1,1,,,,,,Swale,B4001,15
2/21/20,Plover Area,401,50,7,3,1,,,,,,Ridge,B29R,18
2/21/20,Plover Area,402,72,8,2,1,spider webs,,,,,Ridge,A3003,16
2/21/20,Plover Area,403,26,13,2,1,,,,,,Slope,A3051,7
2/21/20,Plover Area,404,36,9,4,1,,,,,,Ridge,A3041,12
2/21/20,Plover Area,405,61,0,3,3,,,,,,Swale,B4001,1
2/21/20,Plover Area,406,55,7,4,1,,,,,,Ridge,A3041,6
2/21/20,Plover Area,407,62,5,6,1,,,,,,Ridge,B4001,1
2/21/20,Plover Area,408,27,7,2,1,,,,,,Slope,A3051,7
2/21/20,Plover Area,409,26,10+,4,1,,,,,,Slope,A3002,10
2/21/20,Plover Area,410,19,7,3,2,,,,,,Swale,B4001,1
2/21/20,Plover Area,411,22,6,2,2,,,,,,Swale,A3002,4
2/21/20,Plover Area,412,21,10+,2,1,,,,,,Slope,B227,5
2/21/20,Plover Area,413,17,10+,2,2,,,,,,Swale,B4001,15
2/21/20,Plover Area,414,12,3,4,3,,,,,,Swale,B227,17
2/21/20,Plover Area,415,17,8,1,2,,,,,,Swale,A3051,7
2/21/20,Plover Area,416,43,10+,2,1,,,,,,Slope,B4001,1
2/21/20,Plover Area,417,32,0,1,3,,,,,,Swale,A3003,16
2/21/20,Plover Area,418,49,10+,5,1,,,,,,Slope,A3015,3
2/21/20,Plover Area,419,13,8,1,2,,,,,,Swale,A3003,16
2/21/20,Plover Area,420,26,7,4,1,,,,,,Slope,A3051,11
2/21/20,Plover Area,421,61,7,2,2,,,,,,Swale,B227,17
2/21/20,Plover Area,422,49,10+,3,2,,,,,,Slope,B227,5
2/21/20,Plover Area,423,66,10+,1,2,,,,,,Swale,A2051,13
2/21/20,Plover Area,424,23,4,2,2,,,,,,Swale,B227,17
2/21/20,Plover Area,501,17,5,1,2,,,,,,Slope,A3051,7
2/21/20,Plover Area,502,27,6,3,1,,,,,,Ridge,A3041,6
2/21/20,Plover Area,503,55,7,3,2,,,,,,Slope,A2051,2
2/21/20,Plover Area,504,25,6,6,1,,,,,,Ridge,B29R,9
2/21/20,Plover Area,505,63,10+,6,1,,,,,,Slope,B227,5
2/21/20,Plover Area,506,61,11,2,1,,,,,,Slope,A3041,6
2/21/20,Plover Area,507,48,5,9,1,,,,,,Ridge,B227,5
2/21/20,Plover Area,508,79,6,5,1,,,,,,Ridge,A3051,7
2/21/20,Plover Area,509,83,8,3,1,,,,,,Slope,A3041,6
2/21/20,Plover Area,510,17,10+,2,1,,,,,,Ridge,A3002,10
2/21/20,Plover Area,511,21,10+,1,1,,,,,,Slope,A3002,10
2/21/20,Plover Area,512,65,7,4,1,,,,,,Slope,B227,5
2/21/20,Plover Area,513,28,6,4,1,,,,,,Slope,A3041,6
2/21/20,Plover Area,514,X,X,X,4,,,,,,Swale,A3041,6
2/21/20,Plover Area,515,16,10+,3,1,,,,,,Slope,B29R,9
2/21/20,Plover Area,516,63,10+,3,1,,,,,,Slope,B29R,9
2/21/20,Plover Area,517,23,13,1,1,,,,,,Slope,A3002,10
2/21/20,Plover Area,518,22,7,2,3,,,,,,Swale,B227,5
2/21/20,Plover Area,519,23,10+,2,1,,,,,,Slope,A3041,6
